dataset,question,correct_answers,generated_answer,is_correct,context_used
natural_questions,most passing yards by nfl qb in a game,"['554', 'Norm Van Brocklin', 'Norm Van Brocklin']",554 (Norm Van Brocklin),True,False
natural_questions,what was hawaii's primary export to the united states,"['coffee', 'macadamia nuts', 'pineapple', 'livestock', 'sugarcane', 'honey', 'pineapple']",Sugar.,True,False
natural_questions,what is katie running from in safe haven,['her abusive husband'],She is running from a dangerous ex-boyfriend named Kevin.,False,False
natural_questions,who sings i will go down with this ship,['Dido'],Panic! at the Disco,False,False
natural_questions,where does the last name hidalgo come from,['Spanish'],Spain.,False,False
natural_questions,jonny cash one piece at a time car,['Cadillac'],Johnny Cash owned a 1956 Corvette that fans decorated with pieces of scrap metal and other items after he broke down on the side of the road in Tennessee.,False,False
natural_questions,when was the canadian pacific railway started and finished,"['between 1881 and 1885', 'between 1881 and 1885', 'between 1881 and 1885']","Started in 1871, finished in 1885.",False,False
natural_questions,who built pedestrian bridge at florida international university,"['Munilla Construction Management', 'Munilla Construction Management ( MCM )', 'FIGG Bridge Engineers', 'Munilla Construction Management ( MCM )', 'FIGG Bridge Engineers', 'Munilla Construction Management ( MCM ) , a Miami - based construction management firm', 'FIGG Bridge Engineers , a Tallahassee - based firm']",MCM Construction and Figg Engineering.,False,False
natural_questions,band who had a hit with heart and soul crossword,"[""British pop band T'Pau"", ""British pop band T'Pau"", ""British pop band T'Pau"", ""T'Pau""]",Booker T. & the M.G.'s,False,False
natural_questions,what observation led to the theory of seafloor spreading,"[""magnetic stripe `` anomalies '' on the ocean floor"", ""that continents `` ploughed '' through the sea .""]",Paleomagnetic striping on the ocean floor.,False,False
natural_questions,the german princes who chose the holy roman empire were called,"['the Prince - Electors', 'prince - electors']",Electors,True,False
natural_questions,where does the name de la rosa come from,"['Spanish', ""a Spanish surname , which means `` of the rose ''""]","It is a Spanish surname meaning ""of the rose.""",True,False
natural_questions,what is the number one movie in the usa,['Jumanji : Welcome to the Jungle'],Barbie.,False,False
natural_questions,who sang i knew the bride when she used to rock and roll,['Dave Edmunds'],Dolly Parton,False,False
natural_questions,when did the first ninja turtles come out,"['1984', 'May 1984', '1984', 'May 1984', 'May 1984']",1984.,True,False
natural_questions,what song did the titanic band play when it sank,"[""`` Autumn ''""]",Near My Heart.,False,False
natural_questions,when was the wheel introduced to north america,['about 1500 BC'],Around 3000 BC by people from Asia.,False,False
natural_questions,most home runs by 2 teammates in a season,"['Mickey Mantle', 'Roger Maris', '115', 'a combined 115 home runs']",Bonds and McCovey (1963) - 50 and 47 respectively.,False,False
natural_questions,season 2 attack on titan how many episodes,"['12', '12', '12', '12', '12']",13 episodes.,False,False
natural_questions,actor who plays dr avery on grey's anatomy,"['Jesse Wesley Williams', 'Jesse Wesley Williams', 'Jesse Wesley Williams', 'Jesse Wesley Williams', 'Jesse Wesley Williams']",Camryn Manheim,False,False
natural_questions,who played buffy the vampire slayer in the movie,"['Kristy Swanson', 'Kristy Swanson', 'Kristy Swanson', 'Kristy Swanson', 'Kristy Swanson']",Kristy Swanson.,True,False
natural_questions,who won season 2 of great british baking show,"['Joanne Wheatley', 'Joanne Wheatley', 'Joanne Wheatley', 'Joanne Wheatley', 'Joanne Wheatley']",Nancy Birtwhistle,False,False
natural_questions,how long did the menendez brothers get in prison for killing their parents,"['life imprisonment without the possibility of parole', 'life', 'life imprisonment', 'life imprisonment without the possibility of parole', 'life imprisonment without the possibility of parole .']",Life without parole.,True,False
natural_questions,who does marge's voice on the simpsons,"['Julie Deborah Kavner', 'Julie Deborah Kavner', 'Julie Deborah Kavner', 'Julie Deborah Kavner', 'Julie Deborah Kavner']",Julie Kavner.,True,False
natural_questions,what is the general structure of an url,"['a protocol', 'a hostname', 'a file name']",`scheme://domain/path?query#fragment`,False,False
natural_questions,who owned the colts when they left baltimore,"['Robert Irsay', 'Robert Irsay', 'Robert Irsay', 'Robert Irsay', 'Irsay']",I don't know.,False,False
natural_questions,who wrote the phantom of the opera music,"['Andrew Lloyd Webber', 'Andrew Lloyd Webber', 'Andrew Lloyd Webber', 'Andrew Lloyd Webber', 'Andrew Lloyd Webber']",Andrew Lloyd Webber,True,False
natural_questions,when did the first movie of harry potter come out,"['2001', '2001', '2001', '2001', '16 November 2001']",2001,True,False
natural_questions,the federal communications commission​ (fcc) controls and​ regulates,"['interstate communications by radio , television , wire , satellite , and cable', 'interstate communications by radio , television , wire , satellite , and cable', 'interstate communications by radio , television , wire , satellite , and cable', 'interstate communications by radio , television , wire , satellite , and cable']","Interstate and international communications by radio, television, wire, satellite, and cable.",True,False
natural_questions,where do secondary xylem and phloem cells arise from,"['The vascular cambium', 'the vascular cambium', 'the vascular cambium', 'the vascular cambium']",Meristematic tissue (specifically vascular cambium).,False,False
natural_questions,when did earth's atmosphere change due to living organisms,"['around 2.45 billion years ago', 'around 2.45 billion years ago ( 2.45 Ga ) , during the Siderian period , at the beginning of the Proterozoic eon', 'around 2.45 billion years ago']",Roughly 2.4 billion years ago (the Great Oxidation Event).,False,False
natural_questions,who played the dad in a christmas story,"['Darren McGavin', 'Ian Petrella', 'Darren McGavin', 'Darren McGavin']",Peter Billingsley.,False,False
natural_questions,where was the first sonic drive in located,"['Woodward , Oklahoma']","Oklahoma City, Oklahoma.",False,False
natural_questions,when do dylan and brenda get back together,['the final scene of the fourth season'],"Season 4, episode 21 (""Forever"")",False,False
natural_questions,who voices hiccup in how to train your dragon 2,"['Jay Baruchel', 'Jay Baruchel', 'Jay Baruchel', 'Jay Baruchel', 'Jay Baruchel']",Jay Baruchel,True,False
natural_questions,where is the battle of britain flight based,"['RAF Coningsby in Lincolnshire', 'RAF Coningsby in Lincolnshire']",RAF Coningsby.,True,False
natural_questions,when is i can only imagine coming out,"['March 16 , 2018', 'March 16 , 2018', 'March 16 , 2018', 'March 16 , 2018', 'March 16 , 2018']","March 1, 2017.",False,False
natural_questions,who sings the song rock you like a hurricane,"['Scorpions', 'Scorpions', 'German rock band Scorpions', 'Scorpions']",Def Leppard.,False,False
natural_questions,who has the most conference championships in college basketball,"['Kansas', 'Kansas', 'Kansas']",UCLA.,False,False
natural_questions,which is the tallest building in the world 2018,"['Burj Khalifa', 'Burj Khalifa', 'Burj Khalifa in Dubai', 'Burj Khalifa']",Burj Khalifa.,True,False
natural_questions,vapor pressure of water at 100c in torr,"['759.9625', '759.9625']",760 torr,False,False
natural_questions,an story of country folk slogan used to describe the archers,['an everyday story of country folk'],Robin Hood,False,False
natural_questions,where did the new york giants baseball play,"['in the Polo Grounds in the Upper Manhattan region of New York City', 'in the Polo Grounds in the Upper Manhattan region of New York City', 'the Polo Grounds in the Upper Manhattan region of New York City', 'in the Polo Grounds in the Upper Manhattan region of New York City']",I don't know.,False,False
natural_questions,the plane of earth's orbit is called the,"['ecliptic', 'ecliptic', 'ecliptic']",ecliptic.,True,False
natural_questions,when is the strictly come dancing results show recorded,"['on the Saturday night directly after the live show', 'on the Saturday night directly after the live show', 'Sunday night', 'Saturday']",The Strictly Come Dancing results show is recorded the night before it airs.,False,False
natural_questions,who sang the song brother let me be your shelter,"['American Christian rock band Needtobreathe', 'Needtobreathe']",Johnny Cash.,False,False
natural_questions,what percent of the us population controls the wealth,['1 %'],Roughly 1% of the US population controls about 35% of the nation's wealth.,True,False
natural_questions,what languages are spoken in india the most,"['Hindi', 'English', 'Bengali', 'Telugu', 'Marathi']",Hindi and English.,True,False
natural_questions,where does iron ore come from in australia,"['Western Australia', 'the majority coming from Western Australia', 'Western Australia']","Western Australia, South Australia, and Queensland.",True,False
natural_questions,when was i can only imagine the song released,"['2001', '2001', '2001', '1999']",2013,False,False
natural_questions,when did gaurdians of the galaxy 2 come out,"['May 5 , 2017', 'May 5 , 2017', '2017', 'May 5 , 2017']","May 5, 2017",True,False
natural_questions,what type of pasta goes in italian wedding soup,"['usually cavatelli , acini di pepe , pastina , orzo , etc .', 'usually cavatelli , acini di pepe , pastina , orzo , etc .']",Small round pasta like acini di pepe or stelline.,False,False
natural_questions,hart of dixie season 4 how many episodes,"['10', '10', '10', '10', '10']",13,False,False
natural_questions,who wrote old flames cant hold a candle to you,"['Pebe Sebert and Hugh Moffatt', 'Pebe Sebert', 'Hugh Moffatt', 'Patricia Rose Sebert', 'Hugh Moffatt', 'Pebe Sebert', 'Hugh Moffatt']",Olivia Rodrigo,False,False
natural_questions,who plays the robot maid in richie rich,"['Brooke Wexler', 'Brooke Wexler', 'Brooke Wexler', 'Brooke Wexler', 'Brooke Wexler']",Tess Harper.,False,False
natural_questions,who plays harry's mom in harry potter,['Geraldine Margaret Agnew - Somerville'],"Maggie Smith plays Harry's aunt Petunia, but Lily Potter, Harry's mother, is played by Natasha Williams and Caroline Blakely.",False,False
natural_questions,who sang you'll be a woman soon in pulp fiction,"['Urge Overkill', 'Urge Overkill', 'rock band Urge Overkill', 'Urge Overkill', 'Urge Overkill']",Urge Overkill,True,False
natural_questions,where does a roadrunner live in the desert,"['arid lowland or mountainous shrubland , widely dispersed in dry open country with scattered brush', 'arid lowland', 'mountainous shrubland', 'dry open country with scattered brush', 'in the southwestern United States and Mexico']",Southwestern United States and Mexico.,True,False
natural_questions,who was the first president of the constituent assembly,"['Dr. Rajendra Prasad', 'Dr. Rajendra Prasad', 'Dr. Rajendra Prasad']",Rajendra Prasad,True,False
natural_questions,when does the new episode of scorpion come on,"['January 15 , 2018', 'January 15 , 2018']",I don't know.,False,False
natural_questions,when did first fast and furious come out,"['2001', '2001', '2001', '2001', '2001']",2001,True,False
natural_questions,when does season 5 of the blacklist resume,"['January 31 , 2018', 'January 31 , 2018', 'January 31 , 2018']","January 29, 2017.",False,False
natural_questions,when do mr schuester and emma get together,"['the fourth season', 'At the beginning of the third season']",I don't know.,False,False
natural_questions,when does the next episode of izombie air,"['May 14 , 2018', 'May 7 , 2018', 'May 7 , 2018', 'May 7 , 2018']","February 21, 2024.",False,False
natural_questions,where was the u.s.s maine when it exploded in 1898,"['Havana Harbor', 'Havana Harbor , Havana , Cuba', 'Havana Harbor', 'Havana Harbor', 'Havana Harbor']","Havana Harbor, Cuba.",True,False
natural_questions,in the honour of which god is anant chaturdashi celebrated,['Ganesh'],Lord Vishnu.,False,False
natural_questions,which central american nations border the pacific ocean and the caribbean sea,"['Costa Rica', 'Nicaragua', 'Nicaragua', 'Costa Rica']",Panama.,False,False
natural_questions,when did audio video and the film industry begin,['in the mid - to late 1920s'],The late 1800s to early 1900s.,False,False
natural_questions,what kind of sentence contains an independent clause and a dependent clause,"['A complex sentence', 'complex sentence', 'A complex sentence', 'A complex sentence']",A complex sentence.,True,False
natural_questions,what was the book wealth of nations about,"[""what builds nations ' wealth"", ""what builds nations ' wealth""]",It analyzed capitalism and advocated for free markets.,False,False
natural_questions,when will the flash season 4 be released,"['October 10 , 2017', 'October 10 , 2017', 'October 10 , 2017', 'October 10 , 2017', 'October 10 , 2017']",I don't know.,False,False
natural_questions,who is written in the book of life,"['every person who is destined for Heaven or the World to Come', 'every person who is destined for Heaven or the World to Come', 'every person who is destined for Heaven or the World to Come', 'all people considered righteous before God']","According to Abrahamic religions, those destined for salvation are written in the Book of Life.",False,False
natural_questions,what is australia's location in the world and region,['Oceania'],"Australia is a continent and country located in the Southern Hemisphere, between the Indian Ocean and the Pacific Ocean. It's part of Oceania.",True,False
natural_questions,who does luke skywalker fall in love with,"['Mara Jade', 'Mara Jade', 'Mara Jade', 'Mara Jade', 'Mara Jade']",Leia Organa.,False,False
natural_questions,who was the original host of jokers wild,"['Jack Barry', 'Jack Barry', 'Jack Barry', 'Jack Barry', 'Jack Barry']",Steve Harvey,False,False
natural_questions,which organelle is the site of atp production and storage,['mitochondrion'],Mitochondria,False,False
natural_questions,difference between deep cycle and starting marine battery,['Alloys used for the plates in a deep cycle battery may contain more antimony than that of starting batteries'],Deep cycle batteries are designed for repeated discharging and recharging; starting batteries provide a large burst of power for engine starts.,False,False
natural_questions,five tools of security management to overcome computer crime,"['Pre-evaluation', 'strategic planning', 'operative planning', 'implementation', 'post-evaluation']","Risk assessment, access controls, incident response plan, employee training, and data encryption.",False,False
natural_questions,who sings there's a hole in my bucket,"['two characters , called Henry and Liza']",Benny Hill.,False,False
natural_questions,who sang what are we doing in love,"['American country music artist Dottie West with the uncredited vocals of Kenny Rogers', 'Dottie West with the uncredited vocals of Kenny Rogers', 'American country music artist Dottie West', 'Kenny Rogers', 'American country music artist Dottie West', 'Kenny Rogers', 'Dottie West', 'Kenny Rogers']",Justin Timberlake.,False,False
natural_questions,at what age are you no longer a toddler,['36 months'],Typically around 3 years old.,False,False
natural_questions,how many episodes are there in ordeal by innocence,"['three', 'three part', 'three']",6,False,False
natural_questions,who played the hobbits in the lord of the rings,"['Elijah Wood as Frodo Baggins', ""Sean Astin as Samwise `` Sam '' Gamgee"", ""Billy Boyd as Peregrin `` Pippin '' Took"", ""Dominic Monaghan as Meriadoc `` Merry '' Brandybuck"", 'Elijah Wood', 'Sean Astin', 'Billy Boyd', 'Dominic Monaghan', 'Ian Holm', 'Elijah Wood', 'Sean Astin', 'Billy Boyd', 'Dominic Monaghan', 'Ian Holm']","Elijah Wood, Sean Astin, Dominic Monaghan, and Billy Boyd.",True,False
natural_questions,where did dr seuss wrote his first book,"['returning from an ocean voyage to Europe', 'returning from an ocean voyage to Europe']",Oxford University Press.,False,False
natural_questions,what does fancy dress mean in the uk,"['A costume', 'a type of party , common mainly in contemporary Western culture , where guests dress up in costumes', 'guests dress up in costumes', 'costumes']",Dressing up in costumes for a party or event.,True,False
natural_questions,the intermaxillary segment formed by the fusion of the,"['tissues in the vicinity of the nose', 'tissues in the vicinity of the nose']",I don't know.,False,False
natural_questions,how many seasons of the bastard executioner are there,"['one', 'one season', 'one', 'one']",One.,True,False
natural_questions,why did jean valjean take care of cosette,['he had promised'],Jean Valjean took care of Cosette out of compassion and a promise he made to her dying mother.,False,False
natural_questions,who does the democratic republic of congo trade with,"['China', 'Zambia', 'Belgium', 'South Africa', 'Zimbabwe', 'Kenya', 'France', 'AU', 'African Development Bank', 'SADC', 'World Bank', 'IMF', 'WTO', 'Group of 77']","China, Belgium, and South Africa are major trading partners.",True,False
natural_questions,what was the purpose of the bantu education act,"['legalised several aspects of the apartheid system', 'enforcing racially separated educational facilities', 'enforcing racially separated educational facilities']",To provide segregated and inferior education for Black South Africans.,False,False
natural_questions,what type of snake is kaa in jungle book,"['Indian rock python', 'Indian rock python', 'Indian rock python']",Python.,True,False
natural_questions,what do the colors on ecuador's flag mean,"['Yellow : The crops and the fertile soil .', 'Yellow : The crops and the fertile soil .', 'Yellow : The crops and the fertile soil .', 'Yellow : The crops and the fertile soil .', 'Yellow : The crops and the fertile soil .']",Yellow represents gold and wealth; blue symbolizes the sky and water; red signifies blood and patriotism.,False,False
natural_questions,what is the snow on mars made of,"['CO ice ( dry ice )', 'CO ice ( dry ice )', 'water ice', 'Frozen carbon dioxide', 'CO ice ( dry ice )']","Primarily carbon dioxide ice (dry ice), with some water ice mixed in.",True,False
natural_questions,when does elena turn into a vampire in the tv series,"['season four', ""In the television series 's fourth season"", ""In the television series 's fourth season"", 'fourth season', 'fourth season']","Season 2, episode 21.",False,False
natural_questions,who gets first pick of fa cup games,"['the BBC', 'BBC']",The FA conducts a draw to determine the order of selection for FA Cup matches.,False,False
